447,Garbage,5-Jan-16,EC,jesus ordonez - Payment feb 2015,,-240,0,-240,0.00%,Tax Exempt,23
505,Income Tax Expense,5-Jan-16,EC,jesus ordonez - Payment for Jan 20 2016,,-2040,0,-2040,0.00%,Tax Exempt,24
441,Legal expenses,5-Jan-16,EC,jesus ordonez - Payment ,,-500,0,-500,0.00%,Tax Exempt,25
433,Health Insurance,5-Jan-16,EC,jesus ordonez - Michael Health Insurance,,-2400,0,-2400,0.00%,Tax Exempt,26
930,Payment to Owners,5-Jan-16,EC,jesus ordonez - Uncle Boy borrowed money and will pay chino,,-55000,0,-55000,0.00%,Tax Exempt,27
446,Water,8-Jan-16,EC,jesus ordonez - Water payment,,-10218.12,0,-10218.12,0.00%,Tax Exempt,28
930,Payment to Owners,8-Jan-16,EC,jesus ordonez - Payment to Chino,,-104170,0,-104170,0.00%,Tax Exempt,29
447,Garbage,21-Jan-16,EC,jesus ordonez - Payment for Mar 2016,,-240,0,-240,0.00%,Tax Exempt,30
445,"Meralco, Light, Power, Heating",28-Jan-16,EC,jesus ordonez - Payment electricity,,-24926.63,0,-24926.63,0.00%,Tax Exempt,31
473,"Materials, Repairs and Maintenance",28-Jan-16,EC,jesus ordonez - Materials to fix table/chairs of penthouse,,-420,0,-420,0.00%,Tax Exempt,32
441,Legal expenses,30-Jan-16,EC,jesus ordonez - Payment for business Permit,,-17619.27,0,-17619.27,0.00%,Tax on Purchases,33
477,Wages and Salaries,31-Jan-16,EC,"jesus ordonez - Payment for Jan, Feb, Mar 2016",,-3000,0,-3000,0.00%,Tax Exempt,34
477,Wages and Salaries,31-Jan-16,EC,jesus ordonez - Salary for Jan 2016,,-20500,0,-20500,0.00%,Tax Exempt,35
200,Sales,1-Feb-16,INV,Unit B - Rent Unit B,INV-0012,14000,0,14000,0.00%,Tax on Sales,36
200,Sales,1-Feb-16,INV,Unit B - Dues Unit B,INV-0018,1000,0,1000,0.00%,Tax on Sales,37
200,Sales,1-Feb-16,INV,Unit B - Water Unit B,INV-0024,826,0,826,0.00%,Tax on Sales,38
200,Sales,1-Feb-16,INV,Unit A - Water Unit A,INV-0023,767,0,767,0.00%,Tax on Sales,39
200,Sales,1-Feb-16,INV,Unit C - Rent Unit C,INV-0015,13000,0,13000,0.00%,Tax on Sales,40
200,Sales,1-Feb-16,INV,Unit C - Dues Unit C,INV-0019,1000,0,1000,0.00%,Tax on Sales,41
200,Sales,1-Feb-16,INV,Unit C - Water Unit C,INV-0025,944,0,944,0.00%,Tax on Sales,42
200,Sales,1-Feb-16,INV,Unit D - Water Unit D,INV-0026,826,0,826,0.00%,Tax on Sales,43
200,Sales,1-Feb-16,INV,Unit A - Rent Unit A,INV-0011,13000,0,13000,0.00%,Tax on Purchases,44
200,Sales,1-Feb-16,INV,Unit A - Dues Unit A,INV-0017,1000,0,1000,0.00%,Tax Exempt,45
200,Sales,1-Feb-16,INV,Unit E - Rent Unit E,INV-0014,14000,0,14000,0.00%,Tax on Sales,46
200,Sales,1-Feb-16,INV,Unit E - Dues Unit E,INV-0021,1000,0,1000,0.00%,Tax on Sales,47
200,Sales,1-Feb-16,INV,Unit E - Water Unit E,INV-0027,649,0,649,0.00%,Tax on Sales,48
200,Sales,1-Feb-16,INV,Unit A - Electricity Unit A,INV-0029,3014,0,3014,0.00%,Tax Exempt,49
200,Sales,1-Feb-16,INV,Unit F - Electricity Unit F,INV-0034,253,0,253,0.00%,Tax on Sales,50
200,Sales,1-Feb-16,INV,Unit E - Electricity Unit E,INV-0033,7722,0,7722,0.00%,Tax on Sales,51
200,Sales,1-Feb-16,INV,Unit D - Electricity Unit D,INV-0032,2376,0,2376,0.00%,Tax on Sales,52
200,Sales,1-Feb-16,INV,Unit C - Electricity Unit C,INV-0031,3190,0,3190,0.00%,Tax on Sales,53
200,Sales,1-Feb-16,INV,Unit B - Electricity Unit B,INV-0030,4356,0,4356,0.00%,Tax on Sales,54
200,Sales,2-Feb-16,INV,Unit F - 1month advance 2months deposit,INV-0035,45000,0,45000,0.00%,Tax on Sales,55
461,Printing & Stationery,2-Feb-16,EC,Jasmin D - copy of contract,,-100,0,-100,0.00%,Tax Exempt,56
441,Legal expenses,2-Feb-16,EC,Jasmin D - notary,,-300,0,-300,0.00%,Tax Exempt,57
476,Labor,3-Feb-16,EC,Jasmin D - cleaning of water tank,,-600,0,-600,0.00%,Tax Exempt,58
473,"Materials, Repairs and Maintenance",3-Feb-16,EC,Jasmin D - lavatory faucet,,-250,0,-250,0.00%,Tax Exempt,59
473,"Materials, Repairs and Maintenance",3-Feb-16,EC,Jasmin D - fixing the parque of unit f,,-1490,0,-1490,0.00%,Tax Exempt,60
473,"Materials, Repairs and Maintenance",4-Feb-16,EC,Jasmin D - fixing tiles in sala unit f,,-950,0,-950,0.00%,Tax Exempt,61
476,Labor,5-Feb-16,EC,Jasmin D - labor,,-2700,0,-2700,0.00%,Tax Exempt,62
446,Water,6-Feb-16,EC,Jasmin D - water,,-8082.01,0,-8082.01,0.00%,Tax Exempt,63
447,Garbage,8-Feb-16,EC,Jasmin D - garbage for apr 2016,,-240,0,-240,0.00%,Tax Exempt,64
440,Taxes and Licenses,20-Feb-16,EC,Jasmin D - Monthly Percentage Tax,,-2040,0,-2040,0.00%,Tax Exempt,65
493,"Tranportation allowance, Travel - National",21-Feb-16,EC,Jasmin D - transpo,,-500,0,-500,0.00%,Tax Exempt,66
930,Payment to Owners,21-Feb-16,EC,Jasmin D - cash in hand to chino,,-100000,0,-100000,0.00%,Tax Exempt,67
475,Food,21-Feb-16,EC,Jasmin D - foods and SR,,-19508.92,0,-19508.92,0.00%,Tax Exempt,68
477,Wages and Salaries,21-Feb-16,EC,Jasmin D - Sal,,-13000,0,-13000,0.00%,Tax Exempt,69
477,Wages and Salaries,21-Feb-16,EC,Jasmin D - Sal.,,-7500,0,-7500,0.00%,Tax Exempt,70
473,"Materials, Repairs and Maintenance",21-Feb-16,EC,Jasmin D - led for bldg,,-799,0,-799,0.00%,Tax Exempt,71
408,Cleaning,21-Feb-16,EC,Jasmin D - insect sprayer,,-375,0,-375,0.00%,Tax Exempt,72
260,Other Revenue,22-Feb-16,PAY,OffSet - Offset to balance to 14731.34,Offset to balance to 14731.45,237968.89,0,237968.89,0.00%,Tax on Sales,73
930,Payment to Owners,23-Feb-16,EC,Jasmin D - Money to chino,,-4735,0,-4735,0.00%,Tax Exempt,74
476,Labor,29-Feb-16,EC,jesus ordonez - Penthouse table/chair labor,,-1200,0,-1200,0.00%,Tax Exempt,75
445,"Meralco, Light, Power, Heating",29-Feb-16,EC,Jasmin D - Electricity,,-23908.68,0,-23908.68,0.00%,Tax Exempt,76
200,Sales,1-Mar-16,INV,Unit E - Dues Unit E,INV-0046,500,0,500,0.00%,Tax Exempt,77
200,Sales,1-Mar-16,INV,Unit E - Rent Unit E,INV-0039,7000,0,7000,0.00%,Tax Exempt,78
200,Sales,1-Mar-16,INV,Unit F - Dues Unit F,INV-0047,1000,0,1000,0.00%,Tax on Sales,79
200,Sales,1-Mar-16,INV,Unt F - Rent Unit F,INV-0041,14000,0,14000,0.00%,Tax on Sales,80
200,Sales,1-Mar-16,INV,Unit D - Dues Unit D,INV-0045,1000,0,1000,0.00%,Tax on Sales,81
200,Sales,1-Mar-16,INV,Unit D - Rent Unit D,INV-0038,14000,0,14000,0.00%,Tax on Sales,82
200,Sales,1-Mar-16,INV,Unit B - Dues Unit B,INV-0043,1000,0,1000,0.00%,Tax on Sales,83
200,Sales,1-Mar-16,INV,Unit B - Rent Unit B,INV-0037,14000,0,14000,0.00%,Tax on Sales,84
200,Sales,1-Mar-16,INV,Unit F - Water Unit F,INV-0053,364,0,364,0.00%,Tax on Sales,85
200,Sales,1-Mar-16,INV,Unit E - Water Unit E,INV-0052,1215,0,1215,0.00%,Tax on Sales,86
200,Sales,1-Mar-16,INV,Unit D - Water Unit D,INV-0051,790,0,790,0.00%,Tax on Sales,87
200,Sales,1-Mar-16,INV,Unit C - Water Unit C,INV-0050,850,0,850,0.00%,Tax on Sales,88
200,Sales,1-Mar-16,INV,Unit B - Water Unit B,INV-0049,728.88,0,728.88,0.00%,Tax on Sales,89
200,Sales,1-Mar-16,INV,Unit A - Water Unit A,INV-0048,728.88,0,728.88,0.00%,Tax on Sales,90
200,Sales,1-Mar-16,INV,Unit A - Dues Unit A,INV-0042,1000,0,1000,0.00%,Tax Exempt,91
200,Sales,1-Mar-16,INV,Unit A - Rent Unit A,INV-0036,13000,0,13000,0.00%,Tax on Purchases,92
200,Sales,1-Mar-16,INV,Unit F - Electricity Unit F,INV-0061,370,0,370,0.00%,Tax Exempt,93
200,Sales,1-Mar-16,INV,Unit A - Electricity Unit A,INV-0060,2220,0,2220,0.00%,Tax Exempt,94
200,Sales,1-Mar-16,INV,Unit B - Electricity Unit B,INV-0065,3800,0,3800,0.00%,Tax Exempt,95
200,Sales,1-Mar-16,INV,Unit C - Electricity Unit C,INV-0064,3050,0,3050,0.00%,Tax Exempt,96
200,Sales,1-Mar-16,INV,Unit D - Electricity Unit D,INV-0063,2010,0,2010,0.00%,Tax Exempt,97
440,Taxes and Licenses,4-Mar-16,EC,Jasmin D - quarterly tax,,-15122.75,0,-15122.75,0.00%,Tax on Purchases,98
493,"Tranportation allowance, Travel - National",5-Mar-16,EC,Jasmin D - Transpo allowance payment property tax,,-300,0,-300,0.00%,Tax on Purchases,99
930,Payment to Owners,10-Mar-16,EC,Jasmin D - abuloy to Erick,,-2000,0,-2000,0.00%,Tax Exempt,100
493,"Tranportation allowance, Travel - National",10-Mar-16,EC,Jasmin D - Transportation,,-500,0,-500,0.00%,Tax Exempt,101
440,Taxes and Licenses,10-Mar-16,EC,Jasmin D - Monthly property tax,,-2040,0,-2040,0.00%,Tax Exempt,102
446,Water,10-Mar-16,EC,Jasmin D - water bill,,-8990.8,0,-8990.8,0.00%,Tax Exempt,103
477,Wages and Salaries,14-Mar-16,EC,Jasmin D - sal.admin,,-13500,0,-13500,0.00%,Tax Exempt,104
477,Wages and Salaries,14-Mar-16,EC,Jasmin D - salary Michael,,-7700,0,-7700,0.00%,Tax Exempt,105
433,Health Insurance,15-Mar-16,EC,Jasmin D - michael,,-330,0,-330,0.00%,Tax Exempt,106
477,Wages and Salaries,16-Mar-16,EC,Jasmin D - additional payment to Michael,,-100,0,-100,0.00%,Tax Exempt,107
445,"Meralco, Light, Power, Heating",28-Mar-16,EC,Jasmin D - Electricity,,-23360.38,0,-23360.38,0.00%,Tax Exempt,108
475,Food,28-Mar-16,EC,Jasmin D - foods,,-4000,0,-4000,0.00%,Tax Exempt,109
200,Sales,30-Mar-16,INV,Unit D - Dues Unit D,INV-0076,1000,0,1000,0.00%,Tax on Sales,110
200,Sales,30-Mar-16,INV,Unit C - Dues Unit C,INV-0075,1000,0,1000,0.00%,Tax on Sales,111
200,Sales,30-Mar-16,INV,Unit D - Rent Unit D,INV-0070,14000,0,14000,0.00%,Tax on Sales,112
200,Sales,30-Mar-16,INV,Unit C - Rent Unit C,INV-0069,13000,0,13000,0.00%,Tax on Sales,113
200,Sales,1-Apr-16,INV,Unit A - Rent Unit A,INV-0102,13000,0,13000,0.00%,Tax on Purchases,114
200,Sales,1-Apr-16,INV,Unit B - Rent Unit B,INV-0101,14000,0,14000,0.00%,Tax on Sales,115
200,Sales,1-Apr-16,INV,Unit E - Rent Unit E,INV-0099,14000,0,14000,0.00%,Tax on Sales,116
200,Sales,1-Apr-16,INV,Unt F - Rent Unit F,INV-0097,14000,0,14000,0.00%,Tax on Sales,117
200,Sales,1-Apr-16,INV,Unit A - Dues Unit A,INV-0096,1000,0,1000,0.00%,Tax Exempt,118
200,Sales,1-Apr-16,INV,Unit F - Dues Unit F,INV-0091,1000,0,1000,0.00%,Tax on Sales,119
200,Sales,1-Apr-16,INV,Unit B - Dues Unit B,INV-0095,1000,0,1000,0.00%,Tax on Sales,120
200,Sales,1-Apr-16,INV,Unit E - Dues Unit E,INV-0092,1000,0,1000,0.00%,Tax on Sales,121
200,Sales,1-Apr-16,INV,Unit A - Water Unit A,INV-0090,724.08,0,724.08,0.00%,Tax on Sales,122
200,Sales,1-Apr-16,INV,Unit B - Water Unit B,INV-0089,844.76,0,844.76,0.00%,Tax on Sales,123
200,Sales,1-Apr-16,INV,Unit C - Water Unit C,INV-0088,905.1,0,905.1,0.00%,Tax on Sales,124
200,Sales,1-Apr-16,INV,Unit F - Water Unit F,INV-0085,422,0,422,0.00%,Tax on Sales,125
200,Sales,1-Apr-16,INV,Unit E - Water Unit E,INV-0086,1387,0,1387,0.00%,Tax on Sales,126
200,Sales,1-Apr-16,INV,Unit C - Electricity Unit C,INV-0082,3249.92,0,3249.92,0.00%,Tax on Sales,127
200,Sales,1-Apr-16,INV,Unit A - Electricity Unit A,INV-0084,2784.93,0,2784.93,0.00%,Tax Exempt,128
200,Sales,1-Apr-16,INV,Unit F - Electricity Unit F,INV-0079,369.21,0,369.21,0.00%,Tax Exempt,129
200,Sales,1-Apr-16,INV,Unit E - Electricity Unit E,INV-0080,9747.27,0,9747.27,0.00%,Tax on Sales,130
200,Sales,1-Apr-16,INV,Unit D - Electricity Unit D,INV-0081,2995.91,0,2995.91,0.00%,Tax on Sales,131
200,Sales,1-Apr-16,INV,Unit B - Electricity Unit B,INV-0083,4768.14,0,4768.14,0.00%,Tax on Sales,132
200,Sales,1-Apr-16,INV,Unit D - Water Unit D,INV-0087,784,0,784,0.00%,Tax on Sales,133
200,Sales,1-Apr-16,INV,Unit C - Rent Unit C,INV-0098,13000,0,13000,0.00%,Tax on Sales,134
200,Sales,1-Apr-16,INV,Unit C - Dues Unit C,INV-0094,1000,0,1000,0.00%,Tax on Sales,135
408,Cleaning,2-Apr-16,EC,Jasmin D - Insenct spray,,-500,0,-500,0.00%,Tax Exempt,136
200,Sales,2-Apr-16,INV,Unit E - Electricity Unit E,INV-0103,7140,0,7140,0.00%,Tax on Sales,137
408,Cleaning,10-Apr-16,EC,Jasmin D - Pesticide,,-570,0,-570,0.00%,Tax on Purchases,138
473,"Materials, Repairs and Maintenance",10-Apr-16,EC,Jasmin D - Cutter,,-350,0,-350,0.00%,Tax Exempt,139
473,"Materials, Repairs and Maintenance",10-Apr-16,EC,Jasmin D - Cabinet handle,,-540,0,-540,0.00%,Tax Exempt,140
446,Water,12-Apr-16,EC,Jasmin D - water bill,,-8689.49,0,-8689.49,0.00%,Tax Exempt,141
477,Wages and Salaries,12-Apr-16,EC,"Jasmin D - Salary.April,May&June",,-3000,0,-3000,0.00%,Tax Exempt,142
477,Wages and Salaries,15-Apr-16,EC,Jasmin D - salary,,-7800,0,-7800,0.00%,Tax Exempt,143
477,Wages and Salaries,15-Apr-16,EC,Jasmin D - salaray,,-13500,0,-13500,0.00%,Tax Exempt,144
440,Taxes and Licenses,15-Apr-16,EC,Jasmin D - monthly bir tax,,-1860,0,-1860,0.00%,Tax on Purchases,145
930,Payment to Owners,19-Apr-16,EC,Jasmin D - tita ottee give 1000$ to lina.,,-46150,0,-46150,0.00%,Tax Exempt,146
440,Taxes and Licenses,19-Apr-16,EC,Jasmin D - payment 1st quarter,,-2800,0,-2800,0.00%,Tax Exempt,147
445,"Meralco, Light, Power, Heating",22-Apr-16,EC,Jasmin D - Electricity,,-27017.48,0,-27017.48,0.00%,Tax on Purchases,148
930,Payment to Owners,23-Apr-16,EC,Jasmin D - money,,-46740,0,-46740,0.00%,Tax on Purchases,149
200,Sales,1-May-16,INV,Unit D - Rent Unit D,INV-0106,14000,0,14000,0.00%,Tax on Sales,150
200,Sales,1-May-16,INV,Unit D - Dues Unit D,INV-0113,1000,0,1000,0.00%,Tax on Sales,151
200,Sales,1-May-16,INV,Unit B - Dues Unit B,INV-0111,1000,0,1000,0.00%,Tax on Sales,152
200,Sales,1-May-16,INV,Unit A - Dues Unit A,INV-0110,1000,0,1000,0.00%,Tax Exempt,153
200,Sales,1-May-16,INV,Unit A - Rent Unit A,INV-0104,13000,0,13000,0.00%,Tax on Purchases,154
200,Sales,1-May-16,INV,Unit E - Water Unit E,INV-0120,1380,0,1380,0.00%,Tax on Sales,155
200,Sales,1-May-16,INV,Unit F - Water Unit F,INV-0121,360,0,360,0.00%,Tax on Sales,156
200,Sales,1-May-16,INV,Unit D - Water Unit D,INV-0119,780,0,780,0.00%,Tax on Sales,157
200,Sales,1-May-16,INV,Unit A - Water Unit A,INV-0116,720,0,720,0.00%,Tax on Sales,158
200,Sales,1-May-16,INV,Unit C - Water Unit C,INV-0118,900,0,900,0.00%,Tax on Sales,159
200,Sales,1-May-16,INV,Unit B - Water Unit B,INV-0117,780,0,780,0.00%,Tax on Sales,160
200,Sales,1-May-16,INV,Unit E - Rent Unit E,INV-0107,14000,0,14000,0.00%,Tax on Sales,161
200,Sales,1-May-16,INV,Unit E - Dues Unit E,INV-0114,1000,0,1000,0.00%,Tax on Sales,162
200,Sales,1-May-16,INV,Unit B - Rent Unit B,INV-0105,14000,0,14000,0.00%,Tax on Sales,163
200,Sales,1-May-16,INV,Unit F - Dues Unit F,INV-0115,1000,0,1000,0.00%,Tax on Sales,164
200,Sales,1-May-16,INV,Unt F - Rent Unit F,INV-0109,14000,0,14000,0.00%,Tax on Sales,165
200,Sales,1-May-16,INV,Unit F - Electricity Unit F,INV-0127,760,0,760,0.00%,Tax on Sales,166
200,Sales,1-May-16,INV,Unit E - Electricity Unit E,INV-0126,9520,0,9520,0.00%,Tax on Sales,167
200,Sales,1-May-16,INV,Unit D - Electricity Unit D,INV-0125,2250,0,2250,0.00%,Tax on Sales,168
200,Sales,1-May-16,INV,Unit C - Electricity Unit C,INV-0124,3190,0,3190,0.00%,Tax on Sales,169
200,Sales,1-May-16,INV,Unit B - Electricity Unit B,INV-0123,4380,0,4380,0.00%,Tax on Sales,170
200,Sales,1-May-16,INV,Unit A - Electricity Unit A,INV-0122,2630,0,2630,0.00%,Tax on Sales,171
200,Sales,1-May-16,INV,Unit C - Dues Unit C,INV-0112,1000,0,1000,0.00%,Tax on Sales,172
200,Sales,1-May-16,INV,Unit C - Rent Unit C,INV-0108,13000,0,13000,0.00%,Tax on Sales,173
446,Water,12-May-16,EC,Jasmin D - Maynilad,,-9077.76,0,-9077.76,0.00%,Tax Exempt,174
477,Wages and Salaries,12-May-16,EC,Jasmin D - salary jasmin,,-13500,0,-13500,0.00%,Tax Exempt,175
477,Wages and Salaries,12-May-16,EC,Jasmin D - salary michael,,-7800,0,-7800,0.00%,Tax Exempt,176
440,Taxes and Licenses,19-May-16,EC,Jasmin D - Monthly Percentage Tax,,-2040,0,-2040,0.00%,Tax on Purchases,177
477,Wages and Salaries,19-May-16,EC,Jasmin D - Payment Accountant,,-7500,0,-7500,0.00%,Tax Exempt,178
440,Taxes and Licenses,19-May-16,EC,Jasmin D - BIR Annual report ,,-1623,0,-1623,0.00%,Tax on Purchases,179
433,Health Insurance,19-May-16,EC,Jasmin D - 1st &2nd quarter,,-1980,0,-1980,0.00%,Tax on Purchases,180
445,"Meralco, Light, Power, Heating",22-May-16,EC,Jasmin D - Meralco,,-25169.99,0,-25169.99,0.00%,Tax on Purchases,181
476,Labor,27-May-16,EC,Jasmin D - payment labor 8days,,-9600,0,-9600,0.00%,Tax on Purchases,182
475,Food,27-May-16,EC,Jasmin D - Foods of laborer,,-2400,0,-2400,0.00%,Tax on Purchases,183
473,"Materials, Repairs and Maintenance",27-May-16,EC,Jasmin D - Paint brush and  roller w/cage,,-464.25,0,-464.25,0.00%,Tax on Purchases,184
473,"Materials, Repairs and Maintenance",27-May-16,EC,Jasmin D - Paint Roof gard,,-8757,0,-8757,0.00%,Tax on Purchases,185
473,"Materials, Repairs and Maintenance",31-May-16,EC,Jasmin D - change the main door lock(Brass),,-729.75,0,-729.75,0.00%,Tax on Purchases,186
200,Sales,1-Jun-16,INV,Unit D - Dues Unit D,INV-0142,1000,0,1000,0.00%,Tax on Sales,187
200,Sales,1-Jun-16,INV,Unit D - Rent Unit D,INV-0149,14000,0,14000,0.00%,Tax on Sales,188
200,Sales,1-Jun-16,INV,Unit E - Rent Unit E,INV-0148,14000,0,14000,0.00%,Tax on Sales,189
200,Sales,1-Jun-16,INV,Unit E - Dues Unit E,INV-0141,1000,0,1000,0.00%,Tax on Sales,190
200,Sales,1-Jun-16,INV,Unit A - Rent Unit A,INV-0151,13000,0,13000,0.00%,Tax on Purchases,191
200,Sales,1-Jun-16,INV,Unit A - Dues Unit A,INV-0145,1000,0,1000,0.00%,Tax Exempt,192
200,Sales,1-Jun-16,INV,Unit B - Dues Unit B,INV-0144,1000,0,1000,0.00%,Tax on Sales,193
200,Sales,1-Jun-16,INV,Unit B - Rent Unit B,INV-0150,14000,0,14000,0.00%,Tax on Sales,194
200,Sales,1-Jun-16,INV,Unt F - Rent Unit F,INV-0146,14000,0,14000,0.00%,Tax on Sales,195
200,Sales,1-Jun-16,INV,Unit F - Dues Unit F,INV-0140,1000,0,1000,0.00%,Tax on Sales,196
200,Sales,1-Jun-16,INV,Unit C - Dues Unit C,INV-0143,1000,0,1000,0.00%,Tax on Sales,197
200,Sales,1-Jun-16,INV,Unit C - Rent Unit C,INV-0147,13000,0,13000,0.00%,Tax on Sales,198
200,Sales,1-Jun-16,INV,Unit D - Water Unit D,INV-0136,1068,0,1068,0.00%,Tax on Sales,199
200,Sales,1-Jun-16,INV,Unit A - Water Unit A,INV-0139,915.72,0,915.72,0.00%,Tax on Sales,200
200,Sales,1-Jun-16,INV,Unit B - Water Unit B,INV-0138,992,0,992,0.00%,Tax on Sales,201
200,Sales,1-Jun-16,INV,Unit C - Water Unit C,INV-0137,686,0,686,0.00%,Tax on Sales,202
200,Sales,1-Jun-16,INV,Unit E - Water Unit E,INV-0135,2823,0,2823,0.00%,Tax on Sales,203
200,Sales,1-Jun-16,INV,Unit F - Water Unit F,INV-0134,534,0,534,0.00%,Tax on Sales,204
200,Sales,1-Jun-16,INV,Unit A - Electricity Unit A,INV-0133,2495,0,2495,0.00%,Tax on Sales,205
200,Sales,1-Jun-16,INV,Unit B - Electricity Unit B,INV-0132,4554.92,0,4554.92,0.00%,Tax on Sales,206
200,Sales,1-Jun-16,INV,Unit C - Electricity Unit C,INV-0131,3871.18,0,3871.18,0.00%,Tax on Sales,207
200,Sales,1-Jun-16,INV,Unit D - Electricity Unit D,INV-0130,2406.18,0,2406.18,0.00%,Tax on Sales,208
200,Sales,1-Jun-16,INV,Unit E - Electricity Unit E,INV-0129,8763.27,0,8763.27,0.00%,Tax on Sales,209
200,Sales,1-Jun-16,INV,Unit F - Electricity Unit F,INV-0128,1019.9,0,1019.9,0.00%,Tax on Sales,210
434,Building Insurance,2-Jun-16,EC,Jasmin D - Building fire insurance,,-19131.92,0,-19131.92,0.00%,Tax on Purchases,211
446,Water,9-Jun-16,EC,Jasmin D - Watr bill,,-8623.07,0,-8623.07,0.00%,Tax on Purchases,212
477,Wages and Salaries,9-Jun-16,EC,Jasmin D - salary,,-13500,0,-13500,0.00%,Tax Exempt,213
477,Wages and Salaries,9-Jun-16,EC,Jasmin D - Salary,,-7800,0,-7800,0.00%,Tax Exempt,214
440,Taxes and Licenses,15-Jun-16,EC,Jasmin D - 2nd quarter property tax,,-15122.75,0,-15122.75,0.00%,Tax on Purchases,215
505,Income Tax Expense,16-Jun-16,EC,Jasmin D - BIR monthly percentage tax,,-2040,0,-2040,0.00%,Tax Exempt,216
493,"Tranportation allowance, Travel - National",16-Jun-16,EC,Jasmin D - Transpo for filing taxes,,-300,0,-300,0.00%,Tax on Purchases,217
445,"Meralco, Light, Power, Heating",26-Jun-16,EC,Jasmin D - Electricty,,-26339.82,0,-26339.82,0.00%,Tax on Purchases,218
473,"Materials, Repairs and Maintenance",28-Jun-16,EC,Jasmin D - materials for rewiring power supply unit E,,-535,0,-535,0.00%,Tax on Purchases,219
476,Labor,28-Jun-16,EC,Jasmin D - labor rewiring power supply unit E,,-600,0,-600,0.00%,Tax on Purchases,220
200,Sales,1-Jul-16,INV,Unit E - Dues Unit E,INV-0162,1000,0,1000,0.00%,Tax on Sales,221
200,Sales,1-Jul-16,INV,Unit D - Dues Unit D,INV-0161,1000,0,1000,0.00%,Tax on Sales,222
200,Sales,1-Jul-16,INV,Unit D - Rent Unit D,INV-0154,14000,0,14000,0.00%,Tax on Sales,223
200,Sales,1-Jul-16,INV,Unit E - Rent Unit E,INV-0155,14000,0,14000,0.00%,Tax on Sales,224
200,Sales,1-Jul-16,INV,Unit F - Dues Unit F,INV-0163,1000,0,1000,0.00%,Tax on Sales,225
200,Sales,1-Jul-16,INV,Unit B - Dues Unit B,INV-0159,1000,0,1000,0.00%,Tax on Sales,226
200,Sales,1-Jul-16,INV,Unit A - Dues Unit A,INV-0158,1000,0,1000,0.00%,Tax Exempt,227
200,Sales,1-Jul-16,INV,Unt F - Rent Unit F,INV-0157,14000,0,14000,0.00%,Tax on Sales,228
200,Sales,1-Jul-16,INV,Unit B - Rent Unit B,INV-0153,14000,0,14000,0.00%,Tax on Sales,229
200,Sales,1-Jul-16,INV,Unit A - Rent Unit A,INV-0152,13000,0,13000,0.00%,Tax on Purchases,230
